,rid,smiles,category
1198,R1000418,[*]CC([*])C(=O)OCCCCCCCCCCCC,known
1201,R1000419,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,known
1206,R1000420,[*]CC([*])C(=O)OCCCCCCCCCCCCCCCC,known
1207,R1000421,[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCC,known
1212,R1000422,[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCCCCCC,known
1215,R1000423,[*]CC([*])C(=O)OCC=C,known
1216,R1000424,[*]CC([*])C(=O)OC1CC2CCC1(C)C2(C)C,known
1220,R1000425,[*]CC([*])C(=O)OCC(F)(F)F,known
1225,R1000426,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)F,known
1228,R1000427,[*]CC([*])C(=O)OC(C(F)(F)F)C(F)(F)F,known
1231,R1000428,[*]CC([*])C(=O)OC(F)(C(F)(F)F)C(F)(F)F,known
1232,R1000429,[*]CC([*])C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,known
1233,R1000430,[*]CC([*])C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,known
1234,R1000431,[*]CC([*])C(=O)OCC(F)(F)C(F)C(F)(F)F,known
1238,R1000432,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,known
1242,R1000433,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1247,R1000434,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1250,R1000435,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1255,R1000436,[*]CC([*])C(=O)OCCOC,known
1259,R1000437,[*]CC([*])C(=O)OCCOCC,known
1262,R1000438,[*]CC([*])C(=O)OCCCOC,known
1266,R1000439,[*]CC([*])C(=O)OCCCOCC,known
1270,R1000440,[*]CC([*])C(=O)OCCOCC(F)(F)F,known
1273,R1000441,[*]CC([*])C(=O)OCCOC(F)(F)C(F)F,known
1277,R1000442,[*]CC([*])C(=O)OCCOCC(F)(F)C(F)(F)C(F)(F)F,known
1280,R1000443,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,known
1284,R1000444,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,known
1287,R1000445,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,known
1290,R1000446,[*]CC([*])C(=O)OCCCCCOC(F)(C(F)(F)F)C(F)(F)F,known
1291,R1000447,[*]CC([*])C(=O)OCCCCCCCCCCCOC(F)(C(F)(F)F)C(F)(F)F,known
1292,R1000448,[*]CC([*])C(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1293,R1000449,[*]CC([*])(C)C(=O)O,known
1297,R1000450,[*]CC([*])(C)C(=O)OC,known
1316,R1000451,[*]CC([*])(C)C(=O)OCC,known
1336,R1000452,[*]CC([*])(C)C(=O)OCCC,known
1342,R1000453,[*]CC([*])(C)C(=O)OC(C)C,known
1347,R1000454,[*]CC([*])(C)C(=O)OCCCC,known
1360,R1000455,[*]CC([*])(C)C(=O)OC(C)CC,known
1363,R1000456,[*]CC([*])(C)C(=O)OCC(C)C,known
1377,R1000457,[*]CC([*])(C)C(=O)OC(C)(C)C,known
1383,R1000458,[*]CC([*])(C)C(=O)OCCCCCC,known
1389,R1000459,[*]CC([*])(C)C(=O)OCCCCCCCC,known
1391,R1000460,[*]CC([*])(C)C(=O)OCCCCCCCCCCCC,known
1399,R1000461,[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCC,known
1402,R1000462,[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCC,known
1407,R1000463,[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCCCC,known
1413,R1000464,[*]CC([*])(C)C(=O)OC1CCCCC1,known
1424,R1000465,[*]CC([*])(C)C(=O)OC1CCCCC1C,known
1427,R1000466,[*]CC([*])(C)C(=O)OC1CCC(C)CC1,known
1430,R1000467,[*]CC([*])(C)C(=O)OC1CCCC(C)C1,known
1433,R1000468,[*]CC([*])(C)C(=O)OC1CC(C)CC(C)(C)C1,known
1436,R1000469,[*]CC([*])(C)C(=O)Oc1ccccc1,known
1443,R1000470,[*]CC([*])(C)C(=O)Oc1ccccc1C,known
1445,R1000471,[*]CC([*])(C)C(=O)OCc1ccccc1,known
1451,R1000472,[*]CC([*])(C)C(=O)OCCc1ccccc1,known
1456,R1000473,[*]CC([*])(C)C(=O)Oc1ccc2ccccc2c1,known
1457,R1000474,[*]CC([*])(C)C(=O)OCCF,known
1460,R1000475,[*]CC([*])(C)C(=O)OCCCl,known
1463,R1000476,[*]CC([*])(C)C(=O)OCCBr,known
1467,R1000477,[*]CC([*])(C)C(=O)OCC(F)(F)F,known
1474,R1000478,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)F,known
1478,R1000479,[*]CC([*])(C)C(=O)OC(C)C(F)(F)F,known
1481,R1000480,[*]CC([*])(C)C(=O)OC(C(F)(F)F)C(F)(F)F,known
1483,R1000481,[*]CC([*])(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,known
1485,R1000482,[*]CC([*])(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,known
1486,R1000483,[*]CC([*])(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,known
1487,R1000484,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1488,R1000485,[*]CC([*])(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,known
1490,R1000486,[*]CC([*])(C)C(=O)OCc1ccccc1Cl,known
1493,R1000487,[*]CC([*])(C)C(=O)OCCO,known
1500,R1000488,[*]CC([*])(C)C(=O)OCCOCC,known
1505,R1000489,[*]CC([*])(C)C(=O)OCC1CCCO1,known
1507,R1000490,[*]CC([*])(C)C(=O)OCc1ccco1,known
1510,R1000491,[*]CC([*])(C)C(=O)OCCN(C)C,known
1512,R1000492,[*]CC([*])(C)C(=O)OCCN(CC)CC,known
1515,R1000493,[*]CC([*])(Cl)C(=O)OC,known
1520,R1000494,[*]CC([*])(Cl)C(=O)OCC,known
1525,R1000495,[*]CC([*])(Cl)C(=O)OC(C)CC,known
1528,R1000496,[*]CC([*])(Cl)C(=O)OC1CCCCC1,known
1531,R1000497,[*]CC([*])C(N)=O,known
1541,R1000498,[*]CC([*])C(=O)NC(C)C,known
1548,R1000499,[*]CC([*])C(=O)N(CCCC)CCCC,known
1549,R1000500,[*]CC([*])C(=O)NCCCCCCCCCCCC,known
1555,R1000501,[*]CC([*])C(=O)NCCCCCCCCCCCCCC,known
1557,R1000502,[*]CC([*])C(=O)NCCCCCCCCCCCCCCCC,known
1559,R1000503,[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCC,known
1562,R1000504,[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCCCCCC,known
1564,R1000505,[*]CC([*])C(=O)OC(CC)CC,known
1567,R1000506,[*]CC([*])(C)C(=O)Oc1cccc(C)c1,known
1569,R1000507,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,known
1572,R1000508,[*]CC([*])C(=O)OCCOC(F)(C(F)(F)F)C(F)(F)F,known
1573,R1000509,[*]CC([*])C(=O)OCC(CC)CCCC,known
1576,R1000510,[*]CC([*])C(=O)OCCCCCCCCC,known
1577,R1000511,[*]CC([*])C(=O)OC1CCCCC1,known
1583,R1000512,[*]CC([*])C(=O)OC1CC(C)CC(C)(C)C1,known
1584,R1000513,[*]CC([*])(C)C(=O)OCCCCCCCCCC,known
1586,R1000514,[*]CC([*])(C)C(=O)OC1CC2CCC1(C)C2(C)C,known
1590,R1000515,[*]CC([*])(Cl)C(=O)OCCC,known
1592,R1000516,[*]CC([*])(Cl)C(=O)OCCCC,known
1593,R1000517,[*]CC([*])(C#N)C(=O)OC,known
1596,R1000518,[*]CC([*])C(=O)OCC(C)CC,known
1597,R1000519,[*]CC([*])C(=O)OC(C)CCCCC,known
1598,R1000520,[*]CC([*])C(=O)OC(C)CCCCCC,known
1599,R1000521,[*]CC([*])C(=O)OCC(CC)CC,known
1600,R1000522,[*]CC([*])C(=O)OCC(C)(C)C,known
1601,R1000523,[*]CC([*])C(=O)OC(C)CC(C)C,known
1603,R1000524,[*]CC([*])C(=O)OC(CCC(CC)CCCC)CC(C)C,known
1604,R1000525,[*]CC([*])C(=O)OCCC#N,known
1606,R1000526,[*]CC([*])C(=O)OCF,known
1609,R1000527,[*]CC([*])C(=O)OCCOCCOC(F)(F)C(F)F,known
1612,R1000528,[*]CC([*])C(=O)OCCSC,known
1613,R1000529,[*]CC([*])C(=O)OCCCSC,known
1614,R1000530,[*]CC([*])C(=O)OCCSCC,known
1616,R1000531,[*]CC([*])C(=O)OCCCCSC,known
1619,R1000532,[*]CC([*])C(=O)OCCCSCC,known
1622,R1000533,[*]CC([*])C(=O)OCCSCC#N,known
1624,R1000534,[*]CC([*])C(=O)OCCSCCC#N,known
1626,R1000535,[*]CC([*])C(=O)OCCSCCCC#N,known
1628,R1000536,[*]CC([*])C(=O)OCCCSCCC#N,known
1629,R1000537,[*]CC([*])C(=O)OCCCCCCSCC#N,known
1631,R1000538,[*]CC([*])C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,known
1635,R1000539,[*]CC([*])C(=O)N1CCCCC1,known
1637,R1000540,[*]CC([*])C(=O)N1CCOCC1,known
1640,R1000541,[*]CC([*])C(=O)Oc1ccccc1,known
1643,R1000542,[*]CC([*])C(=O)Oc1ccccc1C,known
1646,R1000543,[*]CC([*])C(=O)Oc1cccc(C)c1,known
1650,R1000544,[*]CC([*])C(=O)Oc1ccc(C)cc1,known
1653,R1000545,[*]CC([*])C(=O)Oc1ccccc1C(C)(C)C,known
1656,R1000546,[*]CC([*])C(=O)Oc1ccc(C(C)(C)C)cc1,known
1659,R1000547,[*]CC([*])C(=O)Oc1ccc(OC)cc1,known
1663,R1000548,[*]CC([*])C(=O)Oc1ccccc1C(=O)OC,known
1664,R1000549,[*]CC([*])C(=O)Oc1ccccc1C(=O)OCC,known
1665,R1000550,[*]CC([*])C(=O)Oc1cccc(C(=O)OC)c1,known
1666,R1000551,[*]CC([*])C(=O)Oc1cccc(C(=O)OCC)c1,known
1667,R1000552,[*]CC([*])C(=O)Oc1ccc(C(=O)OC)cc1,known
1668,R1000553,[*]CC([*])C(=O)Oc1ccc(C(=O)OCC)cc1,known
1670,R1000554,[*]CC([*])C(=O)Oc1ccc(C(=O)OCCCC)cc1,known
1671,R1000555,[*]CC([*])C(=O)Oc1ccc(-c2ccccc2)cc1,known
1673,R1000556,[*]CC([*])C(=O)OCc1ccccc1,known
1676,R1000557,[*]CC([*])C(=O)OCCc1ccccc1,known
1677,R1000558,[*]CC([*])C(=O)Oc1cccc(N(C)C)c1,known
1678,R1000559,[*]CC([*])C(=O)N(C)c1ccccc1,known
1679,R1000560,[*]CC([*])C(=O)Oc1ccc(C#N)cc1,known
1681,R1000561,[*]CC([*])C(=O)OCc1ccc(C#N)cc1,known
1682,R1000562,[*]CC([*])C(=O)Oc1ccccc1Cl,known
1685,R1000563,[*]CC([*])C(=O)Oc1ccc(Cl)cc1Cl,known
1686,R1000564,[*]CC([*])C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,known
1687,R1000565,[*]CC([*])C(=O)Oc1cccc2ccccc12,known
1690,R1000566,[*]CC([*])C(=O)N(C)C,known
1692,R1000567,[*]CC([*])C(=O)NCCCC,known
1694,R1000568,[*]CC([*])C(=O)NC(C)CC,known
1696,R1000569,[*]CC([*])C(=O)NC(C)(C)C,known
1698,R1000570,[*]CC([*])C(=O)N(C(C)C)C(C)C,known
1699,R1000571,[*]CC([*])(C)C(=O)OCCCCC,known
1700,R1000572,[*]CC([*])(C)C(=O)OCC(CC)CCCC,known
1701,R1000573,[*]CC([*])(C)C(=O)OCCC(C)(C)C,known
1702,R1000574,[*]CC([*])(C)C(=O)OC(C)C(C)(C)C,known
1703,R1000575,[*]CC([*])(C)C(=O)OCCC(C)CC(C)(C)C,known
1704,R1000576,[*]CC([*])(C)C(=O)OCCOC,known
1706,R1000577,[*]CC([*])(C)C(=O)OCCOCCO,known
1708,R1000578,[*]CC([*])(C)C(=O)OCC(C)O,known
1710,R1000579,[*]CC([*])(C)C(=O)OCC(O)CO,known
1711,R1000580,[*]CC([*])(C)C(=O)OCCNC(C)(C)C,known
1712,R1000581,[*]CC([*])(C)C(=O)OCCC#N,known
1718,R1000582,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,known
1719,R1000583,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,known
1723,R1000584,[*]CC([*])(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1724,R1000585,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,known
1725,R1000586,[*]CC([*])(C)C(=O)OCCS(=O)CC,known
1726,R1000587,[*]CC([*])(C)C(=O)OCC1(C)COCOC1,known
1727,R1000588,[*]CC([*])(C)C(=O)OCC1(C)COC(C)(C)OC1,known
1728,R1000589,[*]CC([*])(C)C(=O)OCC(C)(C)C1OCC(C)(C)CO1,known
1729,R1000590,[*]CC([*])(C)C(=O)OC12CC3CC(CC(C3)C1)C2,known
1731,R1000591,[*]CC([*])(C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,known
1735,R1000592,[*]CC([*])(C)C(=O)Oc1ccc(CC#N)cc1,known
1736,R1000593,[*]CC([*])(C)C(=O)Oc1ccc(C(=O)OC)cc1,known
1737,R1000594,[*]CC([*])(CC)C(=O)OCC,known
1738,R1000595,[*]CC([*])(CC(=O)OCC)C(=O)OCC,known
1740,R1000596,[*]CC([*])(CC(=O)OCCCC)C(=O)OCCCC,known
1742,R1000597,[*]CC([*])(C#N)C(=O)OCCCC,known
1746,R1000598,[*]CC([*])(F)C(=O)OC,known
1749,R1000599,[*]CC([*])(CF)C(=O)OC,known
1750,R1000600,[*]CC([*])(CF)C(=O)OCC,known
1751,R1000601,[*]CC([*])(Cl)C(=O)OC(C)C,known
1753,R1000602,[*]CC([*])(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,known
1755,R1000603,[*]CC([*])(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,known
1757,R1000604,[*]CC([*])(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,known
1759,R1000605,[*]CC([*])(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,known
1761,R1000606,[*]CC([*])(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,known
1763,R1000607,[*]CC([*])(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,known
1765,R1000608,[*]CC([*])(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,known
1767,R1000609,[*]CC([*])(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,known
1769,R1000610,[*]CC([*])C(=O)Oc1ccc(Cl)cc1,known
1774,R1000611,[*]CC([*])(C)C(=O)Oc1ccc(C#N)cc1,known
1775,R1000612,[*]CC([*])C(=O)OCCC(C)C,known
1776,R1000613,[*]CC([*])C(=O)OCC(C)CCC,known
1777,R1000614,[*]CC([*])C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1782,R1000615,[*]CC([*])C(=O)OCCC(C)OC,known
1784,R1000616,[*]CC([*])(C)C(=O)OC1CCC(C(C)(C)C)CC1,known
1786,R1000617,[*]CC([*])(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,known
1787,R1000618,[*]CC([*])(C)C(=O)OCC(C)(C)C,known
1788,R1000619,[*]CC([*])(C)C(=O)Oc1ccc(C(C)(C)C)cc1,known
1789,R1000620,[*]CC([*])(CC(=O)OC)C(=O)OC,known
1793,R1000621,[*]C([*])C(=O)OCC,known
1795,R1000622,[*]C([*])C(=O)OC,known
1796,R1000623,[*]C([*])C(=O)OCCC,known
1797,R1000624,[*]CC([*])C(=O)Oc1ccc(C(=O)O)cc1,known
1800,R1000625,[*]CC([*])(C)C(N)=O,known
1801,R1000626,[*]CC([*])(C)C(=O)Oc1ccc(C)cc1,known
1802,R1000627,[*]C1C(=O)N(C2CCCCC2)C(=O)C1[*],known
1804,R1000628,[*]CC([*])(CC(=O)OCCCCC)C(=O)OCCCCC,known
1805,R1000629,[*]CC([*])(CC(=O)OCCCCCC)C(=O)OCCCCCC,known
1807,R1000630,[*]CC([*])(CC(=O)OCCC)C(=O)OCCC,known
1810,R1000631,[*]CC([*])(CC(=O)Oc1ccccc1C)C(=O)Oc1ccccc1C,known
1813,R1000632,[*]CC([*])(CC(=O)Oc1cccc(C)c1)C(=O)Oc1cccc(C)c1,known
1816,R1000633,[*]CC([*])(CC(=O)Oc1ccc(C)cc1)C(=O)Oc1ccc(C)cc1,known
1819,R1000634,[*]CC([*])(C#N)C(=O)OCC,known
1825,R1000635,[*]CCC(C(=O)OCC)C([*])C(=O)OCC,known
1826,R1000636,[*]CC([*])C(=O)OCCO,known
1829,R1000638,[*]C1C(=O)N(c2ccc(C)cc2)C(=O)C1[*],known
1831,R1000639,[*]CC([*])(C)C(=O)OCCOCCOCCO,known
1832,R1000640,[*]CC([*])(C)C(=O)Oc1ccc(C)cc1C,known
1833,R1000641,[*]CC([*])(C)C(=O)Oc1cc(C)cc(C)c1,known
1834,R1000642,[*]CC([*])C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1835,R1000643,[*]CC([*])(C)C(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1836,R1000644,[*]CC([*])(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
1837,R1000645,[*]CC([*])(C#N)C(=O)OCCCCCC,known
1840,R1000646,[*]CC([*])(C)C(=O)OCC1CO1,known
1842,R1000647,[*]CC([*])(C)C(=O)OCCCCCCOc1ccc(-c2ccc(OC)cc2)cc1,known
1843,R1000648,[*]CC([*])C(=O)OCCCCCC(=O)Oc1ccc(-c2ccc(C#N)cc2)cc1,known
1844,R1000649,[*]CCCC([*])(C)C(=O)O,known
1845,R1000650,[*]CC([*])(C)C(=O)NC(=O)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,known
1847,R1000651,[*]CC([*])(C)C(=O)NC(=O)OCCOc1ccc(S(=O)(=O)c2ccc(OCCO)cc2)cc1,known
1848,R1000652,[*]CC([*])(C)C(=O)NC(=O)OC(C)COc1ccc(S(=O)(=O)c2ccc(OCC(C)O)cc2)cc1,known
1849,R1000653,[*]CC([*])(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,known
1850,R1000654,[*]CC([*])(C)C(=O)NC(=O)OCCOc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCCO)c(Br)c2)cc1Br,known
1851,R1000655,[*]CC([*])(C)C(=O)NC(=O)OC(C)COc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCC(C)O)c(Br)c2)cc1Br,known
1852,R1000656,[*]CC([*])C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,known
1853,R1000657,[*]CC([*])(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,known
1855,R1000658,[*]CC([*])C(=O)NCCCCCC(=O)O,known
1856,R1000659,[*]CC([*])C(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,known
1858,R1000660,[*]CC([*])(CCC(C)C(=O)OC)C(=O)OC,known
1859,R1000661,[*]CC([*])C(=O)OC(C)CCC(CC)CCCC,known
1860,R1000662,[*]CC([*])C(=O)OCCCCCCCCCC,known
1861,R1000663,[*]CCC(C(=O)OC)C([*])C(=O)OC,known
1864,R1000664,[*]CC([*])(C)C(=O)OCC#C,known
1866,R1000665,[*]CC([*])(C#N)C(=O)OCC(C)C,known
1868,R1000666,[*]CC([*])(C#N)C(=O)OC(C)C,known
1871,R1000667,[*]CC([*])(C#N)C(=O)OCCCCCCC,known
1873,R1000668,[*]CC([*])(CO)C(=O)OCC,known
1876,R1000669,[*]CC([*])C(=O)NCCCCCCCCC=CCCCCCCCC,known
1877,R1000670,[*]C1C(=O)OC(=O)C1[*],known
1879,R1000671,[*]CC([*])(C)C(=O)OCCCCCCCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,known
1880,R1000672,[*]CC([*])(C)C(=O)OCCOCCOCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,known
1881,R1000673,[*]CC([*])C(=O)OC1CCCCCCCCCCC1,known
1883,R1000674,[*]CC([*])F,known
1906,R1000675,[*]CC([*])Cl,known
1931,R1000676,[*]CC([*])(F)F,known
1960,R1000677,[*]CC([*])(Cl)Cl,known
1978,R1000678,[*]C(F)C([*])(F)F,known
1991,R1000680,[*]C(F)(F)C([*])(F)Cl,known
2010,R1000681,[*]CCC=C([*])Cl,known
2022,R1000683,[*]CC([*])(F)C(F)(F)F,known
2024,R1000684,[*]C(F)(F)C([*])(F)C(F)(F)F,known
2026,R1000685,[*]CC([*])C(F)(F)F,known
2028,R1000686,[*]CC([*])C(F)(F)C(F)(F)F,known
2029,R1000688,[*]CC([*])Br,known
2031,R1000689,[*]C(=C(F)F)C([*])(F)F,known
2032,R1000690,[*]CCC(F)(F)C([*])(F)Cl,known
2040,R1000691,[*]CCC(F)(F)C([*])(F)F,known
2058,R1000692,[*]CC([*])(Br)Br,known
2060,R1000693,[*]CC(F)(F)CC([*])(C(F)(F)F)C(F)(F)F,known
2064,R1000694,[*]CC([*])CC(F)(F)F,known
2065,R1000695,[*]CCCCCCCCC(Cl)C([*])Cl,known
2069,R1000696,[*]CCCCCCCCCCC(Cl)C([*])Cl,known
2073,R1000697,[*]CCCC(Cl)C([*])Cl,known
2077,R1000698,[*]CC([*])CCC(F)(F)F,known
2078,R1000699,[*]CC(F)(F)C(F)=C([*])Cl,known
2080,R1000700,[*]C=C(F)C(F)(F)C[*],known
2082,R1000701,[*]C(F)=C(F)C(F)(C([*])(F)F)C(F)(F)F,known
2083,R1000703,[*]C(F)(F)C([*])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,known
2084,R1000704,[*]CC([*])CCI,known
2085,R1000705,[*]CC([*])CCCCCCCCCI,known
2086,R1000706,[*]CC([*])CCCI,known
2087,R1000707,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C(F)(F)C(F)(Cl)C1(F)F,known
2089,R1000708,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C1(F)F,known
2091,R1000709,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C(F)(F)C(F)(F)C1(F)F,known
2092,R1000710,[*]C(F)(F)C1(F)C(F)(F)C([*])(F)C(F)(F)C1(F)F,known
2095,R1000711,[*]C(Cl)=C(Cl)C(Cl)(Cl)C([*])(Cl)Cl,known
2097,R1000712,[*]CCCCCC(Cl)C([*])Cl,known
2099,R1000713,[*]CC([*])CC(C)C(F)(F)F,known
2100,R1000714,[*]CCC(Cl)C([*])Cl,known
2103,R1000715,[*]C=CC(C[*])(C(F)(F)F)C(F)(F)F,known
2106,R1000716,[*]CCC=C([*])C,known
2124,R1000717,[*]C=CC(C)C[*],known
2128,R1000718,[*]CCC(C)=C([*])C,known
2131,R1000719,[*]C=CC(C[*])CC,known
2132,R1000720,[*]C=CC(C[*])CCC,known
2134,R1000721,[*]C1C=CC([*])CC1,known
2136,R1000722,[*]CC([*])=C,known
2139,R1000723,[*]CC([*])C=C,known
2149,R1000724,[*]CC([*])C=CC,known
2150,R1000725,[*]CC([*])C=C(C)C,known
2152,R1000726,[*]CCC=C([*])CCCCCCCCCC,known
2155,R1000727,[*]C=CC(C)C([*])C,known
2157,R1000728,[*]C=CC(C)(C)C([*])(C)C,known
2158,R1000729,[*]C=CC(C(=O)OC(C)C)C([*])C(=O)OC(C)C,known
2159,R1000730,[*]C=CC(C)C([*])C(=O)OCCCC,known
2161,R1000731,[*]CC(C)C=C([*])C,known
2166,R1000732,[*]C=CC=CCC[*],known
2168,R1000733,[*]C1C=CC([*])C1,known
2169,R1000734,[*]CO[*],known
2191,R1000735,[*]OC([*])C,known
2194,R1000736,[*]OC([*])C(Cl)(Cl)Cl,known
2195,R1000737,[*]OC([*])CC,known
2197,R1000738,[*]OC([*])(C)C,known
2198,R1000739,[*]OC([*])CCC,known
2201,R1000740,[*]OC([*])C(C)C,known
2202,R1000741,[*]OC([*])CCC#N,known
2205,R1000742,[*]OC([*])CCCC,known
2207,R1000743,[*]OC([*])CCC(=O)OC,known
2208,R1000744,[*]CCO[*],known
2227,R1000745,[*]CC(C)O[*],known
2237,R1000746,[*]CC(CCl)O[*],known
2245,R1000747,[*]CC(O[*])C(F)(F)F,known
2254,R1000748,[*]CC(CBr)O[*],known
2258,R1000749,[*]CC(CF)O[*],known
2259,R1000750,[*]CC(CC)O[*],known
2263,R1000751,[*]CC(C=C)O[*],known
2265,R1000752,[*]CC(COC)O[*],known
2270,R1000753,[*]CC(C)(C)O[*],known
2274,R1000754,[*]CC(C)(CCl)O[*],known
2275,R1000755,[*]CC(CCCC)O[*],known
2278,R1000756,[*]CC(O[*])C(C)(C)C,known
2284,R1000757,[*]CC(COCC)O[*],known
2288,R1000758,[*]CC(COCC=C)O[*],known
2292,R1000759,[*]CC(CC(C)(C)C)O[*],known
2294,R1000760,[*]CC(COCCCC)O[*],known
2299,R1000761,[*]CC(CCCCCC)O[*],known
2304,R1000762,[*]CC(COCCCCCC)O[*],known
2309,R1000763,[*]CC(O[*])c1ccccc1,known
2313,R1000764,[*]CC(COc1ccccc1)O[*],known
2316,R1000765,[*]CC(COc1ccc(C)cc1)O[*],known
2317,R1000766,[*]CC(COc1ccccc1C)O[*],known
2318,R1000767,[*]CC(COc1cccc(C)c1)O[*],known
2319,R1000768,[*]CC(COc1ccccc1Cl)O[*],known
2320,R1000769,[*]CC(COc1ccc(Cl)cc1)O[*],known
2321,R1000770,[*]CC(COc1c(Cl)cc(Cl)cc1Cl)O[*],known
2322,R1000771,[*]CC(COc1cccc2ccccc12)O[*],known
2323,R1000772,[*]CC(COc1ccc2ccccc2c1)O[*],known
2324,R1000773,[*]CC(COc1ccccc1C(C)C)O[*],known
2325,R1000774,[*]OC(C)C([*])C,known
2331,R1000775,[*]OC(C)(C)C([*])C,known
2333,R1000776,[*]OC(C)(C)C([*])(C)C,known
2334,R1000777,[*]OC(F)(F)C([*])(F)F,known
2337,R1000778,[*]CCCO[*],known
2350,R1000779,[*]CC(C)(C)CO[*],known
2354,R1000780,[*]CC(CO)(CO)CO[*],known
2359,R1000781,[*]CC(CO[*])(COCC)COCC,known
2363,R1000782,[*]CC(CCl)(CCl)CO[*],known
2368,R1000783,[*]CC(CI)(CI)CO[*],known
